path,legacyTitle,pageType,contentCluster,metricWindow,windowStart,windowEnd,clicks90d,impressions90d,position90d,historicalClicksMaxKnown,urlEquityScore,businessPriorityScore,planningRecommendation,activeMigrationState,proposedFinalAction,activeRedirectTarget,survivorDecision,evidenceSource,reason
/tag/รับจำนำมือถืออุบลราชธา/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-jbl/feed/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-กาฬสินธุ์/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-ขอนแก่น/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,1,5.00,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-ศรีสะเกษ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-อุดรธานี/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,9,9.44,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-อุบลราชธาน/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,5,11.80,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-เลย/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,1,96,11.02,1,50,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพงmarshallยโสธร/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพงmarshallยโสธร/feed/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำศรีสะเกษ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,8,8.62,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำสินค้า/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำสีเกด/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำอำนาจ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำอำนาจ/feed/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำอุบล/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,9,11.22,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำเลนส์/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำแมคบุ๊ค/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโทรทัศน์อุบลราช/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอตา/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอบุ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอม่/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอศร/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอสำ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอสิ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊ค-อำเภอโข/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊คอำนาจเจ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,3,8.67,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊คอุบล/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำใกล้ฉัน/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำในเมืองอุบลราชธ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอแพดอุบล/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,4,11.50,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-12/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-14-promax/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอกุดข้/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,8,7.88,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอดอนมด/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอทุ่งศ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอนาจะห/feed/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอนาเยี/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอน้ำขุ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,13,8.23,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอน้ำยื/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,1,7.00,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอพิบูล/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอม่วงส/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอศรีเม/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอเขมรา/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,29,3.90,0,45,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอเขื่อ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,2,11.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอเหล่า/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอโพธิ์/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟนยโสธร/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟนศรีสะเกษ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟนศรีสะเกษ/feed/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟนอำนาจเจริญ/page/2/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-กมลาไสย-กาฬสินธ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-คำชะอี-มุกดาหาร/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-ชานุมาน-อำนาจเจ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-ชุมแพ-ขอนแก่น/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-นากลาง-หนองบัวล/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-นิคมคำสร้อย-มุก/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-บ้านไผ่-ขอนแก่น/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,1,6.00,0,30,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-airpod-ศรีเชียงใหม่-หน/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
