path,clicks90d,impressions90d,position90d,contentCluster,planningRecommendation,currentState,p0Action,redirectTarget,priority,reason
/buy-camera-surin/,2,33,8.73,camera,C_301_CONSOLIDATE,REDIRECT,KEEP_ONE_HOP_301,/รับซื้อกล้องมือสองสุร/,P2,Active migration redirect rule targeting /รับซื้อกล้องมือสองสุร/
/rab-sue-computer-chon-buri/,2,27,17.56,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อไอแพด-ขอนแก่น/,2,27,12.48,ipad,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/tag/รับจำนำมือถือ-อำเภอม่วง/,2,26,8.15,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอม-อำนาจเจริญ/,2,26,10.15,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อกล้อง-sony/,2,19,19.16,camera,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/tag/รับซื้อกล้อง-บุรีรัมย์/,2,17,9.82,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อ-macbook-สารคาม/,2,14,8.86,macbook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/tag/รับซื้อตั๋วจำนำ-โกสุมพิ/,2,10,7.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-notebook-อำเภอพิบูลมังส/,2,9,8.89,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอแพด-สิงห์บุรี/,2,8,7.38,ipad,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อเหล้า-อำเภอพระสม/,2,6,4.33,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อ-nintendo-พิษณุโลก/,2,3,5.67,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับจำนำคอม-อุบล/,1,97,11.10,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-เลย/,1,96,11.02,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อยางตลาด/,1,93,9.47,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/รับซื้อตั๋วจำนำกันทรวิ/,1,77,9.31,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/จำนำไอโฟน-iphone-อุบล/,1,69,16.20,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอม/,1,63,15.19,computer,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P2,Foundational IT category money hub
/รับซื้อตั๋วจำนำปทุมราช/,1,59,12.49,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/สินค้าหลุดจำนำอุบล/,1,57,9.33,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำบ้านเขว/,1,49,7.73,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-ระยอง/,1,42,10.05,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอม-อุบล/,1,37,16.41,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/รับซื้อคอมพิวเตอร์-ร้อย/,1,34,11.24,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/buy-camera-mahasarakam/,1,30,7.57,camera,C_301_CONSOLIDATE,HOLD_NOINDEX,HOLD_UNTIL_CONTENT_READY,,P2,Legacy English URL alias proposed for consolidation into Thai category hub
/รับซื้อเหล้า-black-label/,1,28,11.93,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-เชียงราย/page/3/,1,27,7.85,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตลาดกระบ/,1,26,10.50,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำนิคมคำส/,1,24,13.58,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอมพิวเตอร์-ยโสธ/,1,23,7.83,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/tag/รับซื้อมือถือ-นาเชือก/,1,22,6.68,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-อำเภอโนนส/,1,21,7.90,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อทีวีอุดรธานี/,1,20,9.70,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-วาปีปทุม/,1,19,5.89,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-100-pipers/,1,19,31.95,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถืออำเภอปทุม/,1,18,6.17,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อคอม-อำเภอหนองหาน/,1,17,6.94,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/ขายโน๊ตบุ๊คอุบล/,1,15,16.93,notebook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/tag/รับซื้อคอมกาฬสินธุ์/,1,14,10.86,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/buy-camera-nakonpanom/,1,13,6.92,camera,C_301_CONSOLIDATE,UNREGISTERED,P1_301_CONSOLIDATION_REVIEW,,P2,Legacy English URL alias proposed for consolidation into Thai category hub
/tag/รับซื้อมือถือ-โกสุมพิสั/,1,12,6.83,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อไอโฟน-อำเภอหนองว/,1,12,6.58,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-iphone-ศรีบุญเรือง-หนอ/,1,10,6.70,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อโน๊ตบุ๊ค-ชัยนาท/,1,10,18.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้องมือสอง-กาฬส/,1,10,9.60,camera,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/tag/รับซื้อคอม-อำเภอชุมแพ/,1,8,8.12,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อแมคบุ๊ค-อุดรธานี/,1,8,12.38,macbook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/รับซื้อการ์ดจอมือสอง-อ-20/,1,7,11.29,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/tag/รับซื้อกล้องโพลารอยด์/,1,5,8.40,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อทีวีศรีสะเกษ/,1,4,7.50,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถืออุบล/,1,4,8.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/จำนำโทรศัพท์-อำเภอเขื่อ/,1,3,5.33,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อโน๊ตบุ๊ค-อำเภอตร/,1,3,7.67,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตคลองเตย/,1,2,8.00,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้องอุบล/,1,1,18.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอโฟน-อ่างทอง/,1,1,9.00,iphone,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (1 clicks) requiring explicit stakeholder decision
/รับซื้อตั๋วจำนำโนนสูง/,0,81,10.20,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับจำนำลำโพง-jbl-marshall-ยโสธร/,0,65,17.66,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้องมือสองสุร/,0,58,9.31,camera,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/tag/รับซื้อมือถือหนองบัวลำ/,0,46,8.43,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-สระบุรี/,0,44,9.16,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อไอโฟน-ท่าบ่อ-หนอง/,0,38,8.63,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/buy-camera-sisaket/,0,29,11.93,camera,C_301_CONSOLIDATE,UNREGISTERED,P1_301_CONSOLIDATION_REVIEW,,P2,Legacy English URL alias proposed for consolidation into Thai category hub
/tag/รับจำนำไอโฟน-อำเภอเขมรา/,0,29,3.90,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อลำโพง-marshall/,0,26,24.00,audio,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/รับซื้อตั๋วจำนำเมืองร้/#ขั้�.../,0,22,9.64,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองร้/#ทำไ�.../,0,22,9.64,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองร้/#ปัญ�.../,0,22,9.64,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อ-ps4-อุบล-play-station-4/,0,21,8.00,general_buyback,D_RETIRE,GONE,KEEP_410,,P2,Authoritative runtime GONE 410 route
/รับซื้อกล้อง-fujifilm-x-a3-รับซื้อ/,0,21,15.24,camera,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/tag/รับซื้อโน๊ตบุ๊ค-จังหวัด/,0,20,13.60,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเดชอุดม/,0,20,10.55,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อตั๋วจำนำ-ชุมแพ/,0,19,10.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางแค/,0,19,5.74,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-iphone-กันทรลักษ์-ศรีส/,0,18,7.89,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถืออำเภอเมือ/,0,18,12.22,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำนากลาง/#ขั้�%.../,0,18,13.22,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำนากลาง/#ทำไ�%.../,0,18,13.22,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำนากลาง/#ปัญ�%.../,0,18,13.22,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/ร้านรับซื้อโทรทัศน์-อุบ/,0,16,8.38,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-อำเภอพล/,0,15,10.60,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อ/,0,15,19.00,general_buyback,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P2,Foundational IT category money hub
/tag/รับจำนำไอโฟน-อำเภอน้ำขุ/,0,13,8.23,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-อำเภอแวงใ/,0,13,6.62,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อโน๊ตบุ๊ค-อำเภอชุ/,0,13,8.31,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/อันดับ-1-รับจำนำกล้อง-อุบ/,0,13,17.92,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อตั๋วจำนำ-ใกล้ฉัน/,0,12,10.42,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-อำเภอน้ำโ/,0,12,8.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-jack-danails/,0,12,12.33,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-สกลนคร/,0,11,10.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้องบุรีรัมย์/,0,10,10.20,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถืออำเภอหนอง/,0,10,7.40,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/ขายโน๊ตบุ๊ค-อุบล/,0,10,44.00,notebook,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/tag/จำนำโทรศัพท์-อำเภอกุดข้/,0,9,6.67,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-อุดรธานี/,0,9,9.44,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำอุบล/,0,9,11.22,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-พิษณุโลก/,0,9,9.78,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-อุตรดิตถ์/page/3/,0,9,12.11,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/ไอโฟนหลุดจำนำอุบล/,0,9,10.11,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำศรีสะเกษ/,0,8,8.62,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอโฟน-อำเภอกุดข้/,0,8,7.88,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อ-macbook/,0,8,15.62,macbook,C_301_CONSOLIDATE,REDIRECT,KEEP_ONE_HOP_301,/รับซื้อแมคบุ๊ค/,P2,Active migration redirect rule targeting /รับซื้อแมคบุ๊ค/
/รับซ่อมมือถือ-อุบลราชธานี-คู่มือ/,0,8,11.12,iphone,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/tag/จำนำโทรศัพท์-อำเภอตระกา/,0,7,9.43,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อคอมพิวเตอร์อุบล/,0,7,11.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือบุรีรัมย์/,0,7,9.14,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือหนองคาย/,0,7,18.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อคอม-บรบือ/,0,6,9.50,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/ร้านขายไอแพดในอุบล-ipad/,0,6,19.83,ipad,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/tag/จำนำโทรศัพท์-อำเภอตาลสุ/,0,5,9.40,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำลำโพง-อุบลราชธาน/,0,5,11.80,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อ-computer-สกลนคร/,0,5,9.60,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-พัทลุง/page/3/,0,5,8.80,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-พยัคฆภูมิ/,0,5,5.60,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-หนองบัวลำ/,0,5,6.80,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-อำเภอศรีธ/,0,5,6.80,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อโน๊ตบุ๊ค-อำเภอมั/,0,5,6.40,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอมพิวเตอร์-ภูเก/,0,5,26.60,computer,C_301_CONSOLIDATE,REDIRECT,KEEP_ONE_HOP_301,/รับซื้อคอม/,P2,Active migration redirect rule targeting /รับซื้อคอม/
/รับซื้อไอแพด-แอร์-6-ipad-air-6-อุบล/,0,5,61.80,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/เช็กราคาก่อนขาย/,0,5,6.00,guide,D_RETIRE,HOLD_NOINDEX,HOLD_UNTIL_CONTENT_READY,,P2,Zero search equity thin duplicate post
/tag/จำนำโทรศัพท์-อำเภอเขมรา/,0,4,7.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำไอแพดอุบล/,0,4,11.50,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-กุดรัง/,0,4,7.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-นาดูน/,0,4,8.25,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อโน๊ตบุ๊ค-อำเภอเด/,0,4,11.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับจำนำไอโฟน-13-รับจำนำ-iphone-13/,0,4,62.25,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้องกล้อง-olympus/,0,4,11.50,camera,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/รับซื้อกล้องมือสองบึง/,0,4,9.25,camera,D_RETIRE,HOLD_NOINDEX,HOLD_UNTIL_CONTENT_READY,,P2,Thin secondary survivor without standalone demand; planned for retirement
/รับซื้อคอมพิวเตอร์-ชลบุ/,0,4,19.25,computer,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Zero search equity thin duplicate post
/รับซื้อเหล้า-เขตบางกะปิ/#ขั้%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางกะปิ/#คำถ%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางกะปิ/#ทำไ%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางกะปิ/#ปัจ%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางกะปิ/#รับ%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางกะปิ/#วิธ%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตบางกะปิ/#เหล%E.../,0,4,5.50,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/มือถือ-มือสอง-อำเภอตระกา/,0,3,6.33,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับจำนำโน๊ตบุ๊คอำนาจเจ/,0,3,8.67,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อกล้อง-นครพนม/,0,3,10.00,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
